Query_sequence,Most_common_class-level assignment,Class-level_assignment,Most_common_order-level assignment,Order-level_assignment,Most_common_family-level assignment,Family-level_assignment,Taxon_assignment,Likelihood_weight,otu
EUSF1633_ITS1F_E11_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,Pezizaceae,"Peziza_praetervisa,Peziza_lobulata",0.995873,OTU213
EUSF1678_ITS1F_F11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Pleospora_herbarum,0.990633,OTU38
EUSF1679_ITS1F_G11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Pleospora_herbarum,0.990651,OTU55
EUSF1680_ITS1F_H11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977664,OTU10
EUSF1681_ITS1F_A12_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1682_ITS1F_B12_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1683_ITS1F_C12_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1684_ITS1F_D12_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_cladosporioides,0.999895,OTU11
EUSF1685_ITS1F_E12_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Pleospora_herbarum,0.990633,OTU38
EUSF1686_ITS1F_F12_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Daldinia_concentrica,"0.482535, 0.116269, 0.091704, 0.076545, 0.074394, 0.072711, 0.065245",OTU102
EUSF1687_ITS1F_G12_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Rosellinia_subiculata,1,OTU0
EUSF1688_ITS1F_C08_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977664,OTU10
EUSF1689_ITS1F_D08_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,"Cladosporiaceae,Davidiellaceae","Cladosporium_cladosporioides,Cladosporium_allicinum,Cladosporium_sphaerospermum,Davidiellaceae_sp_AN1",0.999272,OTU247
EUSF1690_ITS1F_E08_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Rosellinia_subiculata,1,OTU52
EUSF1691_ITS1F_F08_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977664,OTU10
EUSF1692_ITS1F_G08_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1694_ITS1F_A09_cleaned.ab1,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,unclassified,unclassified,Cyclaneusma_minus,0.996333,OTU137
EUSF1695_ITS1F_B09_cleaned.ab1,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Pleospora_herbarum,0.980613,OTU159
EUSF1696_ITS1F_C09_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,"Cladosporiaceae,Davidiellaceae","Cladosporium_cladosporioides,Cladosporium_allicinum,Cladosporium_sphaerospermum,Davidiellaceae_sp_AN1",0.999623,OTU49
EUSF1697_ITS1F_D09_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU67
EUSF1698_ITS1F_E09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,unclassified,unclassified,"Sarocladium_strictum,Acremonium_breve","0.924954, 0.028217",OTU220
EUSF1699_ITS1F_F09_cleaned.ab1,Dothideomycetes,Dothideomycetes,unclassified,"unclassified,Capnodiales",unclassified,"unclassified,Neodevriesiaceae","Tripospermum_myrti,Dothideomycetes_sp_TRN152,Dothideomycetes_sp_TRN153,Dothideomycetes_sp_TRN142,Neodevriesia_strelitziae","0.212399, 0.172317, 0.165292, 0.165286, 0.165285, 0.039235, 0.035394",OTU61
EUSF1700_ITS1F_G09_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,"Penicillium_viridicatum,Penicillium_freii",0.999998,OTU51
EUSF1701_ITS1F_H09_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,"Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232",OTU208
EUSF1702_ITS1F_A10_cleaned.ab1,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,Pezizaceae,"Peziza_praetervisa,Peziza_lobulata","0.334300, 0.332948, 0.332751",OTU145
EUSF1703_ITS1F_B10_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Nemania_aenea,"0.566718, 0.224757, 0.206006",OTU224
EUSF1704_ITS1F_C10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Cladosporiaceae,Cladosporiaceae,Cladosporium_allicinum,"0.694586, 0.153279, 0.148943",OTU217
EUSF1705_ITS1F_D10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977664,OTU10
EUSF1706_ITS1F_E10_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,"Pseudocercospora_fijiensis,Cercospora_beticola","0.363112, 0.298153, 0.162163, 0.149396",OTU86
EUSF1707_ITS1F_F10_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU231
EUSF1708_ITS1F_G10_cleaned.ab1,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta_hoffmannii,"0.678446, 0.163251, 0.158303",OTU261
EUSF1711_ITS1F_B11_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU181
EUSF1712_ITS1F_C11_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU181
EUSF1713_ITS1F_D11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,Ramularia_endophylla,1,OTU82
EUSF1714_ITS1F_E11_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU39
EUSF1715_ITS1F_H07_cleaned.ab1,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Biscogniauxia_mediterranea,1,OTU39
EUSF1716_ITS1F_G11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,Ramularia_endophylla,1,OTU150
EUSF1717_ITS1F_H11_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1718_ITS1F_A12_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977664,OTU10
EUSF1719_ITS1F_B12_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1720_ITS1F_C12_cleaned.ab1,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,"Neofusicoccum_kwambonambiense,Neofusicoccum_ribis",0.977272,OTU45
EUSF1721_ITS1F_D12_cleaned.ab1,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium_glabrum,1,OTU181
